City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,naifaru,5.4444,73.3657,84.2,77,100,4.86,MV,2024-06-07
347,tejen,37.3834,60.5054,86.0,11,0,2.87,TM,2024-06-07
348,champerico,14.3,-91.9167,78.8,93,100,3.29,GT,2024-06-07
349,torghay,49.6339,63.4981,73.4,63,54,5.77,KZ,2024-06-07
350,bischofshofen,47.4167,13.2167,59.0,96,100,1.61,AT,2024-06-07
351,chibougamau,49.9168,-74.3659,73.4,56,75,3.09,CA,2024-06-07
352,isiro,2.7739,27.616,68.0,99,100,0.96,CD,2024-06-07
353,the bottom,17.6259,-63.2492,80.6,82,77,5.11,BQ,2024-06-07
354,santo antonio do ica,-3.1022,-67.9397,71.6,99,61,0.63,BR,2024-06-07
355,geraldton,-28.7667,114.6,64.4,94,100,5.66,AU,2024-06-07
356,shchyolkino,45.4291,35.8223,73.4,81,8,5.75,UA,2024-06-07
357,holualoa,19.6228,-155.9522,77.0,81,40,7.72,US,2024-06-07
358,port sudan,19.6175,37.2164,87.8,49,1,3.79,SD,2024-06-07
359,rosario do sul,-30.2583,-54.9142,66.2,92,94,1.63,BR,2024-06-07
360,thinadhoo,0.5333,72.9333,82.4,70,6,2.24,MV,2024-06-07
361,noshiro,40.2039,140.0242,71.6,58,100,2.89,JP,2024-06-07
362,tionk essil,12.7856,-16.5217,78.8,81,74,3.79,SN,2024-06-07
363,burgersdorp,-30.9977,26.3286,39.2,85,87,5.63,ZA,2024-06-07
364,ulladulla,-35.35,150.4667,60.8,89,100,8.36,AU,2024-06-07
365,east london,-33.0153,27.9116,59.0,80,97,15.05,ZA,2024-06-07
366,opuwo,-18.0607,13.84,48.2,31,51,2.83,NA,2024-06-07
367,hithadhoo,-0.6,73.0833,82.4,72,12,1.5,MV,2024-06-07
368,peace river,56.2501,-117.286,62.6,39,75,2.57,CA,2024-06-07
369,khandyga,62.6667,135.6,75.2,26,99,1.46,RU,2024-06-07
370,port saint john's,-31.6229,29.5448,64.4,48,12,9.89,ZA,2024-06-07
371,hovd,48.0056,91.6419,73.4,19,5,1.75,MN,2024-06-07
372,pekan,3.4836,103.3996,86.0,71,54,1.1,MY,2024-06-07
373,saldanha,-33.0117,17.9442,55.4,86,86,1.5,ZA,2024-06-07
374,xiangtan,27.85,112.9,78.8,66,95,1.26,CN,2024-06-07
375,mermoz boabab,14.7065,-17.4758,75.2,88,40,5.14,SN,2024-06-07
376,at taj,24.2049,23.2857,80.6,17,0,4.22,LY,2024-06-07
377,lembeni,-3.7833,37.6167,60.8,91,74,1.38,TZ,2024-06-07
378,shuangjiang,26.1547,109.7138,78.8,62,94,1.43,CN,2024-06-07
379,fort st. john,56.2499,-120.8529,62.6,23,75,7.2,CA,2024-06-07
380,katsina-ala,7.1667,9.2833,77.0,90,100,4.18,NG,2024-06-07
381,xilin hot,43.9667,116.0333,69.8,38,100,9.17,CN,2024-06-07
382,liaoyang,41.2719,123.1731,73.4,47,100,4.69,CN,2024-06-07
383,bargarh,21.3333,83.6167,96.8,35,64,2.56,IN,2024-06-07
384,wickenburg,33.9686,-112.7296,98.6,12,100,4.41,US,2024-06-07
385,durazno,-33.4131,-56.5006,60.8,95,77,1.65,UY,2024-06-07
386,burang,30.25,81.1667,42.8,48,27,2.41,CN,2024-06-07
387,chulakkurgan,43.765,69.1814,80.6,37,12,4.21,KZ,2024-06-07
388,pudozh,61.8099,36.5345,57.2,73,51,1.34,RU,2024-06-07
389,tamandare,-8.7597,-35.1047,75.2,90,97,2.99,BR,2024-06-07
390,horta,38.5333,-28.6333,62.6,81,100,4.02,PT,2024-06-07
391,palikir - national government center,6.9248,158.1611,86.0,79,40,6.17,FM,2024-06-07
392,luanda,-8.8368,13.2343,71.6,83,75,3.09,AO,2024-06-07
393,kurchatov,51.6601,35.6521,62.6,96,74,6.08,RU,2024-06-07
394,novobod,39.0108,70.1508,60.8,55,5,1.54,TJ,2024-06-07
395,vorkuta,67.5,64.0,30.2,93,69,1.06,RU,2024-06-07
396,harnai,30.1005,67.9374,87.8,38,46,1.04,PK,2024-06-07
397,griffith,41.5284,-87.4237,69.8,48,100,7.72,US,2024-06-07
398,visby,57.6409,18.296,53.6,76,68,4.63,SE,2024-06-07
399,hammerfest,70.6634,23.6821,62.6,59,40,2.06,NO,2024-06-07
400,tete,-16.1564,33.5867,62.6,63,0,0.0,MZ,2024-06-07
401,kuusamo,65.9667,29.1833,53.6,82,100,5.14,FI,2024-06-07
402,gbarnga,6.9956,-9.4722,71.6,100,100,0.34,LR,2024-06-07
403,nanyamba,-10.6833,39.8333,66.2,99,100,1.46,TZ,2024-06-07
404,panaba,21.2833,-88.2667,84.2,73,2,3.91,MX,2024-06-07
405,lincheng,19.9078,109.6858,80.6,86,100,3.34,CN,2024-06-07
406,mil'kovo,55.6078,37.7956,62.6,86,35,2.36,RU,2024-06-07
407,al ghayzah,16.2079,52.176,82.4,84,58,0.67,YE,2024-06-07
408,pinarhisar,41.6242,27.52,66.2,65,19,3.68,TR,2024-06-07
409,bowen,-20.0167,148.2333,73.4,39,0,2.9,AU,2024-06-07
410,ceerigaabo,10.6162,47.368,64.4,78,2,4.99,SO,2024-06-07
411,machilipatnam,16.1667,81.1333,86.0,66,100,2.79,IN,2024-06-07
412,zyryanskoye,56.8306,86.6258,51.8,84,100,3.6,RU,2024-06-07
413,neiafu,-18.65,-173.9833,77.0,69,40,5.14,TO,2024-06-07
414,santo antonio do sudoeste,-26.0736,-53.7253,60.8,89,22,1.18,BR,2024-06-07
415,demyansk,57.643,32.466,55.4,90,44,3.18,RU,2024-06-07
416,malvan,16.0667,73.4667,80.6,82,100,2.96,IN,2024-06-07
417,port douglas,-16.4833,145.4667,73.4,60,0,3.58,AU,2024-06-07
418,general mosconi,-23.1851,-62.303,69.8,45,0,4.32,AR,2024-06-07
419,aral,40.5156,81.2636,77.0,26,100,2.14,CN,2024-06-07
420,suwayr,30.1171,40.3893,80.6,16,0,2.51,SA,2024-06-07
421,drama,41.1544,24.1394,64.4,84,22,2.55,GR,2024-06-07
422,ponta delgada,37.7333,-25.6667,64.4,77,20,5.14,PT,2024-06-07
423,padang,-0.9492,100.3543,86.0,71,91,0.95,ID,2024-06-07
424,masterton,-40.9597,175.6575,53.6,64,18,1.53,NZ,2024-06-07
425,paraiso,9.8383,-83.8656,66.2,100,100,1.04,CR,2024-06-07
426,pskov,57.8136,28.3496,50.0,87,0,2.68,RU,2024-06-07
427,greenville,35.6127,-77.3663,73.4,93,0,3.6,US,2024-06-07
428,dwarka,22.2394,68.9678,86.0,69,74,4.49,IN,2024-06-07
429,bel ombre,-4.6167,55.4167,78.8,94,75,8.23,SC,2024-06-07
430,timbuktu,16.7735,-3.0074,95.0,26,95,1.43,ML,2024-06-07
431,lata,40.1629,-8.3327,64.4,91,100,1.43,PT,2024-06-07
432,kourou,5.1552,-52.6478,78.8,94,93,1.75,GF,2024-06-07
433,pisco,-13.7,-76.2167,62.6,88,100,1.54,PE,2024-06-07
434,khark,29.2614,50.3306,86.0,71,22,4.02,IR,2024-06-07
435,machico,32.7,-16.7667,66.2,87,20,1.54,PT,2024-06-07
436,nagod,24.5667,80.6,102.2,22,0,4.81,IN,2024-06-07
437,jeddah,21.5169,39.2192,86.0,74,0,1.03,SA,2024-06-07
438,la passe,45.5549,-0.8967,59.0,88,100,4.36,FR,2024-06-07
439,kirensk,57.7853,108.1119,57.2,32,0,2.24,RU,2024-06-07
440,phan rang-thap cham,11.5667,108.9833,91.4,56,100,2.6,VN,2024-06-07
441,valdepenas,38.7621,-3.3848,68.0,37,85,2.77,ES,2024-06-07
442,polyarnyy,69.1989,33.4478,55.4,72,6,2.52,RU,2024-06-07
443,alice springs,-23.7,133.8833,59.0,47,0,6.17,AU,2024-06-07
444,anloga,5.7947,0.8973,78.8,87,100,4.18,GH,2024-06-07
445,fianarantsoa,-21.4333,47.0833,53.6,98,44,1.43,MG,2024-06-07
446,caazapa,-26.15,-56.4,66.2,76,16,1.79,PY,2024-06-07
447,choyr,46.3611,108.3611,66.2,23,59,5.16,MN,2024-06-07
448,inari,68.906,27.0288,60.8,62,65,1.52,FI,2024-06-07
449,chauk,20.8833,94.8167,86.0,69,98,5.17,MM,2024-06-07
450,olinda,-8.0089,-34.8553,75.2,100,100,3.6,BR,2024-06-07
451,iringa,-7.7667,35.7,51.8,93,91,1.89,TZ,2024-06-07
452,mindelo,16.8901,-24.9804,73.4,73,40,7.2,CV,2024-06-07
453,warmbad,-28.45,18.7333,44.6,95,0,2.18,NA,2024-06-07
454,candolim,15.5181,73.7626,77.0,94,100,0.51,IN,2024-06-07
455,gadani,25.1185,66.7299,86.0,80,52,7.87,PK,2024-06-07
456,ghazni,33.5536,68.4269,62.6,36,73,3.34,AF,2024-06-07
457,metlika,45.6472,15.3142,60.8,90,13,1.4,SI,2024-06-07
458,port-vila,-17.7338,168.3219,78.8,83,40,4.12,VU,2024-06-07
459,alexandroupoli,40.8475,25.8744,73.4,68,0,3.6,GR,2024-06-07
460,colares,38.7992,-9.4469,66.2,82,100,8.94,PT,2024-06-07
461,aleksandrovsk-sakhalinskiy,50.8975,142.1561,66.2,76,93,8.99,RU,2024-06-07
462,beterou,9.1992,2.2586,73.4,96,100,1.46,BJ,2024-06-07
463,gorontalo,0.5412,123.0595,84.2,82,47,1.16,ID,2024-06-07
464,bubaque,11.2833,-15.8333,80.6,75,100,2.93,GW,2024-06-07
465,caleta de carquin,-11.0925,-77.6267,64.4,85,27,4.32,PE,2024-06-07
466,puerto carreno,6.189,-67.4859,78.8,90,97,1.56,CO,2024-06-07
467,sodra sandby,56.5667,16.6167,39.2,90,10,3.03,SE,2024-06-07
468,i-n-salah,27.1935,2.4607,91.4,17,4,8.09,DZ,2024-06-07
469,blankenberge,51.3131,3.1323,48.2,66,22,4.68,BE,2024-06-07
470,cadale,2.7603,46.3222,78.8,85,43,7.91,SO,2024-06-07
471,skelleftea,64.7507,20.9528,46.4,100,72,2.06,SE,2024-06-07
472,zabol,32.25,67.25,68.0,17,2,5.39,AF,2024-06-07
473,bayanhongor,46.7167,100.1167,59.0,24,0,1.57,MN,2024-06-07
474,ende,-8.8432,121.6623,77.0,86,91,2.93,ID,2024-06-07
475,kitchener,43.4254,-80.5112,59.0,94,0,2.06,CA,2024-06-07
476,reggane,26.7158,0.1714,95.0,10,4,4.3,DZ,2024-06-07
477,dunedin,-45.8742,170.5036,55.4,64,21,1.39,NZ,2024-06-07
478,kabalo,-6.05,26.9167,68.0,43,81,0.96,CD,2024-06-07
479,tommot,58.9564,126.2925,60.8,36,1,4.4,RU,2024-06-07
480,pineda de mar,41.6276,2.6889,68.0,57,27,2.16,ES,2024-06-07
481,alaca,40.1683,34.8425,62.6,91,94,1.82,TR,2024-06-07
482,wesselsbron,-27.8549,26.3658,41.0,82,6,2.7,ZA,2024-06-07
483,adamovka,51.5223,59.9396,68.0,77,66,5.84,RU,2024-06-07
484,hoemul-li,41.4339,129.67,68.0,73,100,3.12,KP,2024-06-07
485,karukh,34.4811,62.5863,71.6,16,0,6.82,AF,2024-06-07
486,rio grande,-32.035,-52.0986,64.4,96,19,1.42,BR,2024-06-07
487,gadzhiyevo,69.2551,33.3362,55.4,72,5,2.18,RU,2024-06-07
488,hadibu,12.65,54.0333,84.2,77,41,5.12,YE,2024-06-07
489,kontcha,7.9667,12.2333,69.8,90,93,1.68,CM,2024-06-07
490,puerto baquerizo moreno,-0.9,-89.6,69.8,87,6,3.72,EC,2024-06-07
491,kismayo,-0.3582,42.5454,78.8,84,30,5.35,SO,2024-06-07
492,guiuan,11.0333,125.7247,84.2,76,100,4.28,PH,2024-06-07
493,pavlogradka,54.2024,73.5592,68.0,74,66,3.44,RU,2024-06-07
494,lianzhou,24.7811,112.3825,78.8,79,92,0.68,CN,2024-06-07
495,karasu,41.071,30.7854,66.2,82,14,1.53,TR,2024-06-07
496,aibonito,18.14,-66.266,73.4,60,100,1.67,PR,2024-06-07
497,shar'ya,58.3686,45.5144,62.6,96,100,1.79,RU,2024-06-07
498,phongsali,21.6833,102.1058,73.4,90,100,0.93,LA,2024-06-07
499,kirakira,-10.4544,161.9205,84.2,68,50,5.73,SB,2024-06-07
500,afaahiti,-17.75,-149.2833,80.6,76,10,3.2,PF,2024-06-07
501,nakamura,32.9833,132.9333,75.2,62,26,3.43,JP,2024-06-07
502,ghanzi,-21.5667,21.7833,41.0,65,1,4.83,BW,2024-06-07
503,bousso,10.4795,16.7117,82.4,60,79,2.77,TD,2024-06-07
504,cole harbour,44.6724,-63.4751,53.6,95,79,4.02,CA,2024-06-07
505,papao,-17.75,-149.55,82.4,76,13,2.87,PF,2024-06-07
506,tuy hoa,13.0833,109.3,96.8,45,100,4.08,VN,2024-06-07
507,genhe,50.7833,121.5167,50.0,96,100,3.36,CN,2024-06-07
508,kapuskasing,49.4169,-82.4331,59.0,82,75,0.51,CA,2024-06-07
509,al jawf,29.5,38.75,82.4,16,0,2.32,SA,2024-06-07
510,novoishimskiy,53.1981,66.7694,71.6,71,91,5.12,KZ,2024-06-07
511,bikenibeu village,1.3673,173.1241,89.6,70,75,2.57,KI,2024-06-07
512,maintirano,-18.0667,44.0167,75.2,61,48,1.72,MG,2024-06-07
513,abepura,-2.6333,140.5833,86.0,66,20,2.06,ID,2024-06-07
514,barbezieux-saint-hilaire,45.4726,-0.1522,57.2,97,96,3.56,FR,2024-06-07
515,monrovia,6.3005,-10.7969,77.0,87,85,2.65,LR,2024-06-07
516,kurmuk,10.55,34.2833,71.6,89,87,2.02,SD,2024-06-07
517,colachel,8.1667,77.25,82.4,82,100,2.58,IN,2024-06-07
518,geneina,13.45,22.45,80.6,17,66,1.35,SD,2024-06-07
519,island harbour,50.724,-1.2758,46.4,73,5,0.45,GB,2024-06-07
520,kargasok,59.0556,80.8572,57.2,62,94,3.58,RU,2024-06-07
521,baishishan,43.5833,127.5667,73.4,47,100,6.67,CN,2024-06-07
522,siwa oasis,29.2041,25.5195,84.2,23,0,1.14,EG,2024-06-07
523,selfoss,63.9331,-20.9971,39.2,71,40,7.78,IS,2024-06-07
524,sinabang,2.4803,96.3801,86.0,71,100,2.73,ID,2024-06-07
525,maridi,4.9158,29.4742,68.0,96,98,1.62,SS,2024-06-07
526,ebon,4.582,168.6964,84.2,72,45,3.61,MH,2024-06-07
527,el granada,37.5027,-122.4694,59.0,82,0,6.69,US,2024-06-07
528,ifrane,33.3333,-5.25,59.0,85,100,2.36,MA,2024-06-07
529,sur,22.5667,59.5289,91.4,53,0,2.46,OM,2024-06-07
530,ar rutbah,33.0381,40.2848,84.2,18,0,2.34,IQ,2024-06-07
531,trujillo,-8.116,-79.03,60.8,100,100,4.12,PE,2024-06-07
532,minas de marcona,-15.2119,-75.1103,55.4,84,30,2.79,PE,2024-06-07
533,togur,58.3631,82.8265,51.8,74,79,2.68,RU,2024-06-07
534,eagle pass,28.7091,-100.4995,91.4,53,27,3.31,US,2024-06-07
535,ta`u,-14.2336,-169.5144,78.8,72,100,8.0,AS,2024-06-07
536,fortuna,40.5982,-124.1573,59.0,77,0,4.12,US,2024-06-07
537,aroma,15.8167,36.1333,89.6,36,0,6.14,SD,2024-06-07
538,santa elena de uairen,4.6167,-61.1333,68.0,91,56,1.5,VE,2024-06-07
539,tobelo,1.7284,128.0095,78.8,88,100,2.55,ID,2024-06-07
540,sinazongwe,-17.2614,27.4618,64.4,50,0,2.58,ZM,2024-06-07
541,lipkovo,42.1564,21.5853,53.6,81,0,1.27,MK,2024-06-07
542,salinas,36.6777,-121.6555,59.0,81,75,6.17,US,2024-06-07
543,ramgarh,23.6333,85.5167,91.4,26,30,2.36,IN,2024-06-07
544,lively,46.4334,-81.1498,59.0,85,100,2.21,CA,2024-06-07
545,namie,37.4833,141.0,68.0,83,100,2.6,JP,2024-06-07
546,kristiansund,63.1115,7.732,46.4,81,75,2.06,NO,2024-06-07
547,vavuniya,8.7514,80.4971,82.4,72,100,3.97,LK,2024-06-07
548,giado,31.9582,12.0203,66.2,34,0,0.85,LY,2024-06-07
549,nantucket,41.2835,-70.0995,60.8,99,100,4.63,US,2024-06-07
550,east falmouth,41.5784,-70.5586,64.4,97,100,0.0,US,2024-06-07
551,raikot,30.65,75.6,91.4,24,0,2.31,IN,2024-06-07
552,punta del este,-34.9667,-54.95,51.8,99,100,1.54,UY,2024-06-07
553,danville,36.586,-79.395,71.6,92,20,1.54,US,2024-06-07
554,lorengau,-2.0226,147.2712,82.4,78,62,0.63,PG,2024-06-07
555,surajgarh,28.3124,75.7347,96.8,27,3,1.85,IN,2024-06-07
556,palmer,42.1584,-72.3287,68.0,80,75,2.06,US,2024-06-07
557,mangrol,21.1167,70.1167,86.0,67,0,4.73,IN,2024-06-07
558,mokhsogollokh,61.4681,128.9203,66.2,32,60,2.36,RU,2024-06-07
559,vizinga,61.0749,50.1031,55.4,73,6,3.25,RU,2024-06-07
560,qarazhal,48.0078,70.7903,73.4,53,61,5.11,KZ,2024-06-07
561,dalbandin,28.8947,64.4101,87.8,10,59,3.03,PK,2024-06-07
562,sumbe,-11.2061,13.8437,68.0,85,74,1.3,AO,2024-06-07
563,ruovesi,61.9858,24.0571,46.4,80,9,1.99,FI,2024-06-07
564,umea,63.8284,20.2597,39.2,93,37,1.03,SE,2024-06-07
565,kochi,9.9399,76.2602,80.6,83,93,3.92,IN,2024-06-07
566,qaisumah,28.3112,46.1273,86.0,15,0,2.57,SA,2024-06-07
567,calama,-22.4667,-68.9333,48.2,14,0,7.2,CL,2024-06-07
568,sirte,31.2089,16.5887,71.6,81,0,3.29,LY,2024-06-07
569,cidreira,-30.1811,-50.2056,64.4,95,22,1.8,BR,2024-06-07
570,dakhla,23.6848,-15.958,66.2,92,9,5.23,EH,2024-06-07
571,imbituba,-28.24,-48.6703,68.0,94,47,1.23,BR,2024-06-07
572,nyala,12.05,24.8833,84.2,42,59,5.62,SD,2024-06-07
573,matthew town,20.95,-73.6667,82.4,85,100,4.28,BS,2024-06-07
574,sevastopol,44.6,33.5333,62.6,56,0,3.24,UA,2024-06-07
575,xiva,41.3783,60.3639,80.6,14,4,1.94,UZ,2024-06-07
576,sambava,-14.2667,50.1667,69.8,87,89,4.59,MG,2024-06-07
577,lagos,6.5833,3.75,77.0,95,100,1.72,NG,2024-06-07
578,garbahaarrey,3.3289,42.2209,77.0,73,60,7.45,SO,2024-06-07
579,'ain deheb,34.8422,1.547,73.4,41,69,5.0,DZ,2024-06-07
580,klaksvik,62.2266,-6.589,41.0,77,94,4.41,FO,2024-06-07
581,osby,56.3816,13.9936,46.4,97,9,1.66,SE,2024-06-07
582,bani suwayf,29.0744,31.0979,82.4,39,0,3.53,EG,2024-06-07
583,prince george,53.9166,-122.753,60.8,35,75,5.66,CA,2024-06-07
584,celestun,20.8667,-90.4,82.4,83,29,6.75,MX,2024-06-07
585,tamiahua,21.2667,-97.45,80.6,93,0,1.63,MX,2024-06-07
586,kapoeta,4.7717,33.5903,77.0,68,55,1.75,SS,2024-06-07
587,anjozorobe,-18.4,47.8667,55.4,92,80,2.39,MG,2024-06-07
588,antsiranana,-12.2787,49.2917,73.4,72,92,6.79,MG,2024-06-07
589,kiknur,57.3034,47.2011,62.6,90,42,1.3,RU,2024-06-07
590,san nicolas,18.1725,120.5953,86.0,79,75,2.06,PH,2024-06-07
591,mugia,43.1041,-9.2179,59.0,86,100,11.07,ES,2024-06-07
592,macia,-25.0269,33.0989,64.4,42,0,2.24,MZ,2024-06-07
593,huarmey,-10.0681,-78.1522,64.4,86,53,3.03,PE,2024-06-07
594,kerikeri,-35.2268,173.9474,60.8,87,100,2.21,NZ,2024-06-07
